Brand,Division,SKU,Description,Size,Color,Product Category/Series,Silhouette/Product Type,Channel Class,Department,Class,Sub Class,Heel Height,Season,Old Season,Gender,Width,Case Material,Band,Movement Type,Movement Name,HS Code,UOM,Currency,FOB,Unit Cost,Unit Price,Sale Tax Rate,Additional Sales Tax,Discount Start Date,Discount End Date,Discount %,BarCode,Launch Date
IVAR,SUMMER COLLECTION,IVLNTXTBTNDWNSHRT,IVAR® LINEN TEXTURE BUTTONDOWN SHIRT,SMALL,BROWN,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6205.3000,NOS,PKR,,,3999,18,0,,,,106364,
IVAR,SUMMER COLLECTION,IVLNTXTBTNDWNSHRT,IVAR® LINEN TEXTURE BUTTONDOWN SHIRT,XX-LARGE,MAROON,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6205.3000,NOS,PKR,,,3999,18,0,,,,106363,
IVAR,SUMMER COLLECTION,IVLNTXTBTNDWNSHRT,IVAR® LINEN TEXTURE BUTTONDOWN SHIRT,X-LARGE,MAROON,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6205.3000,NOS,PKR,,,3999,18,0,,,,106362,
IVAR,SUMMER COLLECTION,IVLNTXTBTNDWNSHRT,IVAR® LINEN TEXTURE BUTTONDOWN SHIRT,LARGE,MAROON,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6205.3000,NOS,PKR,,,3999,18,0,,,,106361,
IVAR,SUMMER COLLECTION,IVLNTXTBTNDWNSHRT,IVAR® LINEN TEXTURE BUTTONDOWN SHIRT,MEDIUM,MAROON,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6205.3000,NOS,PKR,,,3999,18,0,,,,106360,
IVAR,SUMMER COLLECTION,IVLNTXTBTNDWNSHRT,IVAR® LINEN TEXTURE BUTTONDOWN SHIRT,SMALL,MAROON,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6205.3000,NOS,PKR,,,3999,18,0,,,,106359,
IVAR,SUMMER COLLECTION,IVLNTXTBTNDWNSHRT,IVAR® LINEN TEXTURE BUTTONDOWN SHIRT,XX-LARGE,OLIVE,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6205.3000,NOS,PKR,,,3999,18,0,,,,106358,
IVAR,SUMMER COLLECTION,IVLNTXTBTNDWNSHRT,IVAR® LINEN TEXTURE BUTTONDOWN SHIRT,X-LARGE,OLIVE,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6205.3000,NOS,PKR,,,3999,18,0,,,,106357,
IVAR,SUMMER COLLECTION,IVLNTXTBTNDWNSHRT,IVAR® LINEN TEXTURE BUTTONDOWN SHIRT,LARGE,OLIVE,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6205.3000,NOS,PKR,,,3999,18,0,,,,106356,
IVAR,SUMMER COLLECTION,IVLNTXTBTNDWNSHRT,IVAR® LINEN TEXTURE BUTTONDOWN SHIRT,MEDIUM,OLIVE,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6205.3000,NOS,PKR,,,3999,18,0,,,,106355,
IVAR,SUMMER COLLECTION,IVLNTXTBTNDWNSHRT,IVAR® LINEN TEXTURE BUTTONDOWN SHIRT,SMALL,OLIVE,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6205.3000,NOS,PKR,,,3999,18,0,,,,106354,
IVAR,SUMMER COLLECTION,IVLNTXTBTNDWNSHRT,IVAR® LINEN TEXTURE BUTTONDOWN SHIRT,XX-LARGE,WHITE,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6205.3000,NOS,PKR,,,3999,18,0,,,,106353,
IVAR,SUMMER COLLECTION,IVLNTXTBTNDWNSHRT,IVAR® LINEN TEXTURE BUTTONDOWN SHIRT,X-LARGE,WHITE,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6205.3000,NOS,PKR,,,3999,18,0,,,,106352,
IVAR,SUMMER COLLECTION,IVLNTXTBTNDWNSHRT,IVAR® LINEN TEXTURE BUTTONDOWN SHIRT,LARGE,WHITE,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6205.3000,NOS,PKR,,,3999,18,0,,,,106351,
IVAR,SUMMER COLLECTION,IVLNTXTBTNDWNSHRT,IVAR® LINEN TEXTURE BUTTONDOWN SHIRT,MEDIUM,WHITE,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6205.3000,NOS,PKR,,,3999,18,0,,,,106350,
IVAR,SUMMER COLLECTION,IVLNTXTBTNDWNSHRT,IVAR® LINEN TEXTURE BUTTONDOWN SHIRT,SMALL,WHITE,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6205.3000,NOS,PKR,,,3999,18,0,,,,106349,
IVAR,SUMMER COLLECTION,IVLNTXTBTNDWNSHRT,IVAR® LINEN TEXTURE BUTTONDOWN SHIRT,XX-LARGE,STONE BLUE,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6205.3000,NOS,PKR,,,3999,18,0,,,,106348,
IVAR,SUMMER COLLECTION,IVLNTXTBTNDWNSHRT,IVAR® LINEN TEXTURE BUTTONDOWN SHIRT,X-LARGE,STONE BLUE,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6205.3000,NOS,PKR,,,3999,18,0,,,,106347,
IVAR,SUMMER COLLECTION,IVLNTXTBTNDWNSHRT,IVAR® LINEN TEXTURE BUTTONDOWN SHIRT,LARGE,STONE BLUE,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6205.3000,NOS,PKR,,,3999,18,0,,,,106346,
IVAR,SUMMER COLLECTION,IVLNTXTBTNDWNSHRT,IVAR® LINEN TEXTURE BUTTONDOWN SHIRT,MEDIUM,STONE BLUE,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6205.3000,NOS,PKR,,,3999,18,0,,,,106345,
IVAR,SUMMER COLLECTION,IVLNTXTBTNDWNSHRT,IVAR® LINEN TEXTURE BUTTONDOWN SHIRT,SMALL,STONE BLUE,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6205.3000,NOS,PKR,,,3999,18,0,,,,106344,
IVAR,SUMMER COLLECTION,IVLNTXTBTNDWNSHRT,IVAR® LINEN TEXTURE BUTTONDOWN SHIRT,XX-LARGE,SOFT MINT,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6205.3000,NOS,PKR,,,3999,18,0,,,,106343,
IVAR,SUMMER COLLECTION,IVLNTXTBTNDWNSHRT,IVAR® LINEN TEXTURE BUTTONDOWN SHIRT,X-LARGE,SOFT MINT,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6205.3000,NOS,PKR,,,3999,18,0,,,,106342,
IVAR,SUMMER COLLECTION,IVLNTXTBTNDWNSHRT,IVAR® LINEN TEXTURE BUTTONDOWN SHIRT,LARGE,SOFT MINT,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6205.3000,NOS,PKR,,,3999,18,0,,,,106341,
IVAR,SUMMER COLLECTION,IVLNTXTBTNDWNSHRT,IVAR® LINEN TEXTURE BUTTONDOWN SHIRT,MEDIUM,SOFT MINT,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6205.3000,NOS,PKR,,,3999,18,0,,,,106340,
IVAR,SUMMER COLLECTION,IVLNTXTBTNDWNSHRT,IVAR® LINEN TEXTURE BUTTONDOWN SHIRT,SMALL,SOFT MINT,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6205.3000,NOS,PKR,,,3999,18,0,,,,106339,
IVAR,SUMMER COLLECTION,IVSTPDTRKPNT,IVAR® STAPERED TRACK PANTS,XX-LARGE,MAROON,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6103.4900,NOS,PKR,,,2950,18,0,,,,106338,
IVAR,SUMMER COLLECTION,IVSTPDTRKPNT,IVAR® STAPERED TRACK PANTS,X-LARGE,MAROON,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6103.4900,NOS,PKR,,,2950,18,0,,,,106337,
IVAR,SUMMER COLLECTION,IVSTPDTRKPNT,IVAR® STAPERED TRACK PANTS,LARGE,MAROON,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6103.4900,NOS,PKR,,,2950,18,0,,,,106336,
IVAR,SUMMER COLLECTION,IVSTPDTRKPNT,IVAR® STAPERED TRACK PANTS,MEDIUM,MAROON,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6103.4900,NOS,PKR,,,2950,18,0,,,,106335,
IVAR,SUMMER COLLECTION,IVSTPDTRKPNT,IVAR® STAPERED TRACK PANTS,SMALL,MAROON,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6103.4900,NOS,PKR,,,2950,18,0,,,,106334,
IVAR,SUMMER COLLECTION,IVSTPDTRKPNT,IVAR® STAPERED TRACK PANTS,XX-LARGE,NAVY,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6103.4900,NOS,PKR,,,2950,18,0,,,,106333,
IVAR,SUMMER COLLECTION,IVSTPDTRKPNT,IVAR® STAPERED TRACK PANTS,X-LARGE,NAVY,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6103.4900,NOS,PKR,,,2950,18,0,,,,106332,
IVAR,SUMMER COLLECTION,IVSTPDTRKPNT,IVAR® STAPERED TRACK PANTS,LARGE,NAVY,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6103.4900,NOS,PKR,,,2950,18,0,,,,106331,
IVAR,SUMMER COLLECTION,IVSTPDTRKPNT,IVAR® STAPERED TRACK PANTS,MEDIUM,NAVY,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6103.4900,NOS,PKR,,,2950,18,0,,,,106330,
IVAR,SUMMER COLLECTION,IVSTPDTRKPNT,IVAR® STAPERED TRACK PANTS,SMALL,NAVY,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6103.4900,NOS,PKR,,,2950,18,0,,,,106329,
IVAR,SUMMER COLLECTION,IVSTPDTRKPNT,IVAR® STAPERED TRACK PANTS,XX-LARGE,OFF WHITE,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6103.4900,NOS,PKR,,,2950,18,0,,,,106328,
IVAR,SUMMER COLLECTION,IVSTPDTRKPNT,IVAR® STAPERED TRACK PANTS,X-LARGE,OFF WHITE,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6103.4900,NOS,PKR,,,2950,18,0,,,,106327,
IVAR,SUMMER COLLECTION,IVSTPDTRKPNT,IVAR® STAPERED TRACK PANTS,LARGE,OFF WHITE,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6103.4900,NOS,PKR,,,2950,18,0,,,,106326,
IVAR,SUMMER COLLECTION,IVSTPDTRKPNT,IVAR® STAPERED TRACK PANTS,MEDIUM,OFF WHITE,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6103.4900,NOS,PKR,,,2950,18,0,,,,106325,
IVAR,SUMMER COLLECTION,IVSTPDTRKPNT,IVAR® STAPERED TRACK PANTS,SMALL,OFF WHITE,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6103.4900,NOS,PKR,,,2950,18,0,,,,106324,
IVAR,SUMMER COLLECTION,IVSTPDTRKPNT,IVAR® STAPERED TRACK PANTS,XX-LARGE,DEEP FOREST,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6103.4900,NOS,PKR,,,2950,18,0,,,,106323,
IVAR,SUMMER COLLECTION,IVSTPDTRKPNT,IVAR® STAPERED TRACK PANTS,X-LARGE,DEEP FOREST,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6103.4900,NOS,PKR,,,2950,18,0,,,,106322,
IVAR,SUMMER COLLECTION,IVSTPDTRKPNT,IVAR® STAPERED TRACK PANTS,LARGE,DEEP FOREST,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6103.4900,NOS,PKR,,,2950,18,0,,,,106321,
IVAR,SUMMER COLLECTION,IVSTPDTRKPNT,IVAR® STAPERED TRACK PANTS,MEDIUM,DEEP FOREST,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6103.4900,NOS,PKR,,,2950,18,0,,,,106320,
IVAR,SUMMER COLLECTION,IVSTPDTRKPNT,IVAR® STAPERED TRACK PANTS,SMALL,DEEP FOREST,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6103.4900,NOS,PKR,,,2950,18,0,,,,106319,
IVAR,FOUR SEASON,IVKNFPLTLRPNT,IVAR® KNIFE PLEATED TAILORED PANTS,40,MILITIA,FOUR SEASON,,,,,,,SUMMER,,,,,,,,6203.4110,NOS,PKR,,,4250,18,0,,,,106318,
IVAR,FOUR SEASON,IVKNFPLTLRPNT,IVAR® KNIFE PLEATED TAILORED PANTS,38,MILITIA,FOUR SEASON,,,,,,,SUMMER,,,,,,,,6203.4110,NOS,PKR,,,4250,18,0,,,,106317,
IVAR,FOUR SEASON,IVKNFPLTLRPNT,IVAR® KNIFE PLEATED TAILORED PANTS,36,MILITIA,FOUR SEASON,,,,,,,SUMMER,,,,,,,,6203.4110,NOS,PKR,,,4250,18,0,,,,106316,
IVAR,FOUR SEASON,IVKNFPLTLRPNT,IVAR® KNIFE PLEATED TAILORED PANTS,34,MILITIA,FOUR SEASON,,,,,,,SUMMER,,,,,,,,6203.4110,NOS,PKR,,,4250,18,0,,,,106315,
IVAR,FOUR SEASON,IVKNFPLTLRPNT,IVAR® KNIFE PLEATED TAILORED PANTS,32,MILITIA,FOUR SEASON,,,,,,,SUMMER,,,,,,,,6203.4110,NOS,PKR,,,4250,18,0,,,,106314,
IVAR,FOUR SEASON,IVKNFPLTLRPNT,IVAR® KNIFE PLEATED TAILORED PANTS,30,MILITIA,FOUR SEASON,,,,,,,SUMMER,,,,,,,,6203.4110,NOS,PKR,,,4250,18,0,,,,106313,
IVAR,FOUR SEASON,IVKNFPLTLRPNT,IVAR® KNIFE PLEATED TAILORED PANTS,40,BLACK,FOUR SEASON,,,,,,,SUMMER,,,,,,,,6203.4110,NOS,PKR,,,4250,18,0,,,,106312,
IVAR,FOUR SEASON,IVKNFPLTLRPNT,IVAR® KNIFE PLEATED TAILORED PANTS,38,BLACK,FOUR SEASON,,,,,,,SUMMER,,,,,,,,6203.4110,NOS,PKR,,,4250,18,0,,,,106311,
IVAR,FOUR SEASON,IVKNFPLTLRPNT,IVAR® KNIFE PLEATED TAILORED PANTS,36,BLACK,FOUR SEASON,,,,,,,SUMMER,,,,,,,,6203.4110,NOS,PKR,,,4250,18,0,,,,106310,
IVAR,FOUR SEASON,IVKNFPLTLRPNT,IVAR® KNIFE PLEATED TAILORED PANTS,34,BLACK,FOUR SEASON,,,,,,,SUMMER,,,,,,,,6203.4110,NOS,PKR,,,4250,18,0,,,,106309,
IVAR,FOUR SEASON,IVKNFPLTLRPNT,IVAR® KNIFE PLEATED TAILORED PANTS,32,BLACK,FOUR SEASON,,,,,,,SUMMER,,,,,,,,6203.4110,NOS,PKR,,,4250,18,0,,,,106308,
IVAR,FOUR SEASON,IVKNFPLTLRPNT,IVAR® KNIFE PLEATED TAILORED PANTS,30,BLACK,FOUR SEASON,,,,,,,SUMMER,,,,,,,,6203.4110,NOS,PKR,,,4250,18,0,,,,106307,
IVAR,FOUR SEASON,IVKNFPLTLRPNT,IVAR® KNIFE PLEATED TAILORED PANTS,40,NAVY,FOUR SEASON,,,,,,,SUMMER,,,,,,,,6203.4110,NOS,PKR,,,4250,18,0,,,,106306,
IVAR,FOUR SEASON,IVKNFPLTLRPNT,IVAR® KNIFE PLEATED TAILORED PANTS,38,NAVY,FOUR SEASON,,,,,,,SUMMER,,,,,,,,6203.4110,NOS,PKR,,,4250,18,0,,,,106305,
IVAR,FOUR SEASON,IVKNFPLTLRPNT,IVAR® KNIFE PLEATED TAILORED PANTS,36,NAVY,FOUR SEASON,,,,,,,SUMMER,,,,,,,,6203.4110,NOS,PKR,,,4250,18,0,,,,106304,
IVAR,FOUR SEASON,IVKNFPLTLRPNT,IVAR® KNIFE PLEATED TAILORED PANTS,34,NAVY,FOUR SEASON,,,,,,,SUMMER,,,,,,,,6203.4110,NOS,PKR,,,4250,18,0,,,,106303,
IVAR,FOUR SEASON,IVKNFPLTLRPNT,IVAR® KNIFE PLEATED TAILORED PANTS,32,NAVY,FOUR SEASON,,,,,,,SUMMER,,,,,,,,6203.4110,NOS,PKR,,,4250,18,0,,,,106302,
IVAR,FOUR SEASON,IVKNFPLTLRPNT,IVAR® KNIFE PLEATED TAILORED PANTS,30,NAVY,FOUR SEASON,,,,,,,SUMMER,,,,,,,,6203.4110,NOS,PKR,,,4250,18,0,,,,106301,
IVAR,FOUR SEASON,IVKNFPLTLRPNT,IVAR® KNIFE PLEATED TAILORED PANTS,30,CHARCOAL,FOUR SEASON,,,,,,,SUMMER,,,,,,,,6203.4110,NOS,PKR,,,4250,18,0,,,,106484,
IVAR,FOUR SEASON,IVKNFPLTLRPNT,IVAR® KNIFE PLEATED TAILORED PANTS,32,CHARCOAL,FOUR SEASON,,,,,,,SUMMER,,,,,,,,6203.4110,NOS,PKR,,,4250,18,0,,,,106485,
IVAR,FOUR SEASON,IVKNFPLTLRPNT,IVAR® KNIFE PLEATED TAILORED PANTS,34,CHARCOAL,FOUR SEASON,,,,,,,SUMMER,,,,,,,,6203.4110,NOS,PKR,,,4250,18,0,,,,106486,
IVAR,FOUR SEASON,IVKNFPLTLRPNT,IVAR® KNIFE PLEATED TAILORED PANTS,36,CHARCOAL,FOUR SEASON,,,,,,,SUMMER,,,,,,,,6203.4110,NOS,PKR,,,4250,18,0,,,,106487,
IVAR,FOUR SEASON,IVKNFPLTLRPNT,IVAR® KNIFE PLEATED TAILORED PANTS,38,CHARCOAL,FOUR SEASON,,,,,,,SUMMER,,,,,,,,6203.4110,NOS,PKR,,,4250,18,0,,,,106488,
IVAR,FOUR SEASON,IVKNFPLTLRPNT,IVAR® KNIFE PLEATED TAILORED PANTS,40,CHARCOAL,FOUR SEASON,,,,,,,SUMMER,,,,,,,,6203.4110,NOS,PKR,,,4250,18,0,,,,106489,
IVAR,FOOTWEAR,IVSLLOF,IVAR® SLIDE LOAFERS,45,NAVY,FOOTWEAR,,,,,,,SUMMER,,,,,,,,-,NOS,PKR,,,5950,18,0,,,,106299,
IVAR,FOOTWEAR,IVSLLOF,IVAR® SLIDE LOAFERS,44,NAVY,FOOTWEAR,,,,,,,SUMMER,,,,,,,,-,NOS,PKR,,,5950,18,0,,,,106298,
IVAR,FOOTWEAR,IVSLLOF,IVAR® SLIDE LOAFERS,43,NAVY,FOOTWEAR,,,,,,,SUMMER,,,,,,,,-,NOS,PKR,,,5950,18,0,,,,106297,
IVAR,FOOTWEAR,IVSLLOF,IVAR® SLIDE LOAFERS,42,NAVY,FOOTWEAR,,,,,,,SUMMER,,,,,,,,-,NOS,PKR,,,5950,18,0,,,,106296,
IVAR,FOOTWEAR,IVSLLOF,IVAR® SLIDE LOAFERS,41,NAVY,FOOTWEAR,,,,,,,SUMMER,,,,,,,,-,NOS,PKR,,,5950,18,0,,,,106295,
IVAR,FOOTWEAR,IVSLLOF,IVAR® SLIDE LOAFERS,40,NAVY,FOOTWEAR,,,,,,,SUMMER,,,,,,,,-,NOS,PKR,,,5950,18,0,,,,106294,
IVAR,FOUR SEASON,IVBOTCUTDNM,IVAR® BOOTCUT DENIM,40,DARK BLUE,FOUR SEASON,,,,,,,SUMMER,,,,,,,,6203.4110,NOS,PKR,,,3350,18,0,,,,106293,
IVAR,FOUR SEASON,IVBOTCUTDNM,IVAR® BOOTCUT DENIM,38,DARK BLUE,FOUR SEASON,,,,,,,SUMMER,,,,,,,,6203.4110,NOS,PKR,,,3350,18,0,,,,106292,
IVAR,FOUR SEASON,IVBOTCUTDNM,IVAR® BOOTCUT DENIM,36,DARK BLUE,FOUR SEASON,,,,,,,SUMMER,,,,,,,,6203.4110,NOS,PKR,,,3350,18,0,,,,106291,
IVAR,FOUR SEASON,IVBOTCUTDNM,IVAR® BOOTCUT DENIM,34,DARK BLUE,FOUR SEASON,,,,,,,SUMMER,,,,,,,,6203.4110,NOS,PKR,,,3350,18,0,,,,106290,
IVAR,FOUR SEASON,IVBOTCUTDNM,IVAR® BOOTCUT DENIM,32,DARK BLUE,FOUR SEASON,,,,,,,SUMMER,,,,,,,,6203.4110,NOS,PKR,,,3350,18,0,,,,106289,
IVAR,FOUR SEASON,IVBOTCUTDNM,IVAR® BOOTCUT DENIM,30,DARK BLUE,FOUR SEASON,,,,,,,SUMMER,,,,,,,,6203.4110,NOS,PKR,,,3350,18,0,,,,106288,
IVAR,SUMMER COLLECTION,IVSTPDTRKPNT,IVAR® STAPERED TRACK PANT,SMALL,SMOKE GREY,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6103.4900,NOS,PKR,,,2950,18,0,,,,106490,
IVAR,SUMMER COLLECTION,IVSTPDTRKPNT,IVAR® STAPERED TRACK PANT,MEDIUM,SMOKE GREY,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6103.4900,NOS,PKR,,,2950,18,0,,,,106491,
IVAR,SUMMER COLLECTION,IVSTPDTRKPNT,IVAR® STAPERED TRACK PANT,LARGE,SMOKE GREY,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6103.4900,NOS,PKR,,,2950,18,0,,,,106492,
IVAR,SUMMER COLLECTION,IVSTPDTRKPNT,IVAR® STAPERED TRACK PANT,X-LARGE,SMOKE GREY,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6103.4900,NOS,PKR,,,2950,18,0,,,,106493,
IVAR,SUMMER COLLECTION,IVSTPDTRKPNT,IVAR® STAPERED TRACK PANT,XX-LARGE,SMOKE GREY,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6103.4900,NOS,PKR,,,2950,18,0,,,,106494,
IVAR,FOOTWEAR,IVSULOF,IVAR® SUEDE LOAFERS,40,OLIVE GREY,FOOTWEAR,,,,,,,SUMMER,,,,,,,,-,NOS,PKR,,,5950,18,0,,,,106287,
IVAR,SUMMER COLLECTION,IVDRPNEDLVRSTYJ/CPO,IVAR® DROPNEEDLE VARSITY J/C POLO,XX-LARGE,NAVY,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6109.9090,NOS,PKR,,,2650,18,0,,,,106286,
IVAR,SUMMER COLLECTION,IVDRPNEDLVRSTYJ/CPO,IVAR® DROPNEEDLE VARSITY J/C POLO,X-LARGE,NAVY,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6109.9090,NOS,PKR,,,2650,18,0,,,,106285,
IVAR,SUMMER COLLECTION,IVDRPNEDLVRSTYJ/CPO,IVAR® DROPNEEDLE VARSITY J/C POLO,LARGE,NAVY,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6109.9090,NOS,PKR,,,2650,18,0,,,,106284,
IVAR,SUMMER COLLECTION,IVDRPNEDLVRSTYJ/CPO,IVAR® DROPNEEDLE VARSITY J/C POLO,MEDIUM,NAVY,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6109.9090,NOS,PKR,,,2650,18,0,,,,106283,
IVAR,SUMMER COLLECTION,IVDRPNEDLVRSTYJ/CPO,IVAR® DROPNEEDLE VARSITY J/C POLO,SMALL,NAVY,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6109.9090,NOS,PKR,,,2650,18,0,,,,106282,
IVAR,SUMMER COLLECTION,IVDRPNEDLVRSTYJ/CPO,IVAR® DROPNEEDLE VARSITY J/C POLO,XX-LARGE,BROWN,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6109.9090,NOS,PKR,,,2650,18,0,,,,106281,
IVAR,SUMMER COLLECTION,IVDRPNEDLVRSTYJ/CPO,IVAR® DROPNEEDLE VARSITY J/C POLO,X-LARGE,BROWN,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6109.9090,NOS,PKR,,,2650,18,0,,,,106280,
IVAR,SUMMER COLLECTION,IVDRPNEDLVRSTYJ/CPO,IVAR® DROPNEEDLE VARSITY J/C POLO,LARGE,BROWN,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6109.9090,NOS,PKR,,,2650,18,0,,,,106279,
IVAR,SUMMER COLLECTION,IVDRPNEDLVRSTYJ/CPO,IVAR® DROPNEEDLE VARSITY J/C POLO,MEDIUM,BROWN,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6109.9090,NOS,PKR,,,2650,18,0,,,,106278,
IVAR,SUMMER COLLECTION,IVDRPNEDLVRSTYJ/CPO,IVAR® DROPNEEDLE VARSITY J/C POLO,SMALL,BROWN,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6109.9090,NOS,PKR,,,2650,18,0,,,,106277,
IVAR,SUMMER COLLECTION,IVDRPNEDLVRSTYJ/CPO,IVAR® DROPNEEDLE VARSITY J/C POLO,XX-LARGE,MAROON,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6109.9090,NOS,PKR,,,2650,18,0,,,,106276,
IVAR,SUMMER COLLECTION,IVDRPNEDLVRSTYJ/CPO,IVAR® DROPNEEDLE VARSITY J/C POLO,X-LARGE,MAROON,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6109.9090,NOS,PKR,,,2650,18,0,,,,106275,
IVAR,SUMMER COLLECTION,IVDRPNEDLVRSTYJ/CPO,IVAR® DROPNEEDLE VARSITY J/C POLO,LARGE,MAROON,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6109.9090,NOS,PKR,,,2650,18,0,,,,106274,
IVAR,SUMMER COLLECTION,IVDRPNEDLVRSTYJ/CPO,IVAR® DROPNEEDLE VARSITY J/C POLO,MEDIUM,MAROON,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6109.9090,NOS,PKR,,,2650,18,0,,,,106273,
IVAR,SUMMER COLLECTION,IVDRPNEDLVRSTYJ/CPO,IVAR® DROPNEEDLE VARSITY J/C POLO,SMALL,MAROON,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6109.9090,NOS,PKR,,,2650,18,0,,,,106272,
IVAR,SUMMER COLLECTION,IVDRPNEDLVRSTYJ/CPO,IVAR® DROPNEEDLE VARSITY J/C POLO,XX-LARGE,BLACK,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6109.9090,NOS,PKR,,,2650,18,0,,,,106271,
IVAR,SUMMER COLLECTION,IVDRPNEDLVRSTYJ/CPO,IVAR® DROPNEEDLE VARSITY J/C POLO,X-LARGE,BLACK,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6109.9090,NOS,PKR,,,2650,18,0,,,,106270,
IVAR,SUMMER COLLECTION,IVDRPNEDLVRSTYJ/CPO,IVAR® DROPNEEDLE VARSITY J/C POLO,LARGE,BLACK,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6109.9090,NOS,PKR,,,2650,18,0,,,,106269,
IVAR,SUMMER COLLECTION,IVDRPNEDLVRSTYJ/CPO,IVAR® DROPNEEDLE VARSITY J/C POLO,MEDIUM,BLACK,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6109.9090,NOS,PKR,,,2650,18,0,,,,106268,
IVAR,SUMMER COLLECTION,IVDRPNEDLVRSTYJ/CPO,IVAR® DROPNEEDLE VARSITY J/C POLO,SMALL,BLACK,SUMMER COLLECTION,,,,,,,SUMMER,,,,,,,,6109.9090,NOS,PKR,,,2650,18,0,,,,106267,
IVAR,FOUR SEASON,IVTLRDBOTCTPNT,IVAR® TAILORED BOOTCUT PANTS,40,BLACK,FOUR SEASON,,,,,,,SUMMER,,,,,,,,6203.4110,NOS,PKR,,,4250,18,0,,,,106266,
